Name,Class ID,Book,Type,Subtype,School,Cost,Resource,Damage Modifier,Critical Chance,Target Scope,Passive,Combat Only,Rank,Class Sources,Enemy Sources,External Acquisition,Modifies,Description
Stroke of Luck,StrokeLuck,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"The master of tricks and subterfuge also has Lady Luck on its side, gaining a bonus to all luck-based rolls."
Stronghold,Stronghold,Skills,Skill,Class,,0,Resolve,1.0,,single_enemy,False,True,,Stalwart Defender,,True,,Consume full Resolve to reduce melee damage and increase block amount by 30%.
Stumble Upon,StumbleUpon,Skills,Skill,Offensive,,5,Mana,1.0,,single_enemy,False,True,,Footpad; Pathfinder,,False,,"Attack the target and follow with a trip attempt. On a complete miss, pass a DEX check or fall prone."
Subzero,Subzero,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,,"Ice spells gain a chance to freeze an enemy, preventing it from acting for two turns."
Suplex,Suplex,Skills,Skill,Martial Arts,,12,Mana,1.0,,single_enemy,False,True,,Master Monk,,False,,A crushing throw that can knock the target prone.
Supplication,Supplication,Skills,Skill,Class,,10,Mana,1.0,,single_enemy,False,True,,Priest,,False,,"Spend all Prayer to heal, shield, and possibly cleanse a living target."
Surface,Surface,Skills,Skill,Offensive,,0,,1.0,,self,False,True,,,Antlion; Sandworm,False,,"Emerge from underground, becoming targetable again."
Surprise!,Surprise,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Assassin,,False,,"Passive: While Obscuration is active, an initiative-winning opening attack gains accuracy, critical chance, and 50% experience if it kills."
Surveyor's Step,SurveyorsStep,Skills,Skill,Class,,7,Mana,1.0,,self,False,True,,Seeker,,False,,Gain Speed for three turns based on how much of the current floor is mapped.
Swing & Bash,SwingAndBash,Skills,Skill,Offensive,,10,Mana,1.0,,single_enemy,False,True,,Dragoon; Lancer; Sentinel,,False,,Follow a weapon attack with a shield attack.
Sword & Board,SwordAndBoard,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Crusader,,False,,Passive: Gain accuracy and weapon damage while wielding a one-handed weapon and a shield.
Syncopated Strike,SyncopatedStrike,Skills,Skill,Offensive,,10,Mana,1.0,,single_enemy,False,True,,Troubadour,,False,,"Strike for 135% weapon damage; on hit, extend the active song by one turn."
Take It On the Run,TakeItOnTheRun,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Rogue,,False,,A successful Smoke Screen escape also attempts to steal from the enemy.
Take Notes,TakeNotes,Skills,Skill,Class,,0,,1.0,,single_enemy,False,False,,Inquisitor,,False,,"Outside combat, review the rank of every enemy type recorded in your Notebook."
Tame,Tame,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Ranger,,True,,Attempt to bring a wild beast over to your side. You cannot perform any actions while channeling this ability.
Tectonic Rift,TectonicRift,Skills,Skill,Offensive,,24,Mana,1.0,,all_enemies,False,True,,Berserker,,False,,"Slam both two-handed weapons into the ground, dealing massive Earth damage to all enemies and knocking grounded enemies prone. Flying enemies take partial damage from debris."
Tephra,Tephra,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Astromancer,,False,,Passive: Vulcanize scatters debris that damages other nearby enemies.
Terra Firma,TerraFirma,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Mage,,False,,Earth spells have a 20% chance to increase melee damage by 50% for 3 turns.
Third Eye,ThirdEye,Skills,Skill,Truth,,0,,1.0,,single_enemy,True,True,,Arcane Trickster; Knight Enchanter; Seeker,,False,,Passive: Add Intelligence to critical-hit and dodge chance calculations.
Thorn By My Side,ThornByMySide,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,Cover,Homunculus Cover redirects damage to the attacker.
Thousand Cuts,ThousandCuts,Skills,Skill,Offensive,,40,Mana,1.0,,single_enemy,False,True,,Ninja,,False,,Death Mark Finisher: spend all marks to sharpen five rapid blade strikes.
Threaded Cast,ThreadedCast,Skills,Skill,Class,,8,Mana,1.0,,single_enemy,False,True,,Astromancer,,False,,Spend all Threads on the next validated spell or Runic Boost: each grants +5 accuracy/reliability points and +6% output.
Throw Rock,ThrowRock,Skills,Skill,Offensive,,7,Mana,1.0,,single_enemy,False,True,,,Treant,False,,"Grab the nearest rock or stone and chuck it at the enemy, with a chance to knock the target prone."
Thunderous Vault,ThunderousVault,Skills,Skill,Offensive,,18,Mana,1.0,,single_enemy,False,True,,Berserker,,False,,"Leap at an enemy and strike with both weapons in midair, releasing an expanding electrical field on landing that may stun enemies."
Titanic Slam,TitanicSlam,Skills,Skill,Offensive,,30,Mana,4.0,,single_enemy,False,True,,,,False,,The ultimate technique of the mountain giant. Brings both fists crashing down with enough force to stun any foe.
Top Off,TopOff,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,Health/Mana Drain,Health/Mana Drain consumes all Umbral Debt to refill both pools or completely drain the target; Death-immune targets increase its effect by 50%.
Totem,Totem,Skills,Skill,Class,,12,Mana,1.0,,self,False,True,,Shaman,,True,,"Summon a totem channeling a sacred aspect. Choose Earth for defense, Water for healing and warding, Fire for offense, Wind for mobility, or Soul for weapon mastery. Active totems can pulse learned aspect spells. Only one aspect active at a time."
Totem Surge,TotemSurge,Skills,Skill,Class,,10,Mana,1.0,,single_enemy,False,True,,Shaman; Soulcatcher,,False,,Spend Totem Resonance to force the active Totem pulse.
Tower Offense,TowerOffense,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Stalwart Defender,,False,,Shield Slam generates Resolve based on the damage it deals.
Toxic Precision,ToxicPrecision,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,Passive: Coated weapons gain 10% critical chance.
Transform,Transform,Skills,Skill,Class,,0,,1.0,,self,False,True,,Druid,,False,,Enter the persistent Panther form. Dismiss it explicitly before choosing a different unlocked form.
Transform,Transform2,Skills,Skill,Class,,0,,1.0,,self,False,True,,Druid,,False,,Enter the persistent Direbear form. Dismiss it explicitly before choosing a different unlocked form.
Transform,Transform3,Skills,Skill,Class,,0,,1.0,,self,False,True,,Lycan,,False,,Enter the persistent Werewolf form. Moon stress can force this form and lock dismissal with Frenzy.
Transform,Transform4,Skills,Skill,Class,,0,,1.0,,self,False,True,,,,False,,"Transforms the druid into a Red Dragon, assuming the spells and abilities inherent to the creature."
Trickster's Gambit,TrickstersGambit,Skills,Skill,Power Up,,24,Mana,1.0,,self,False,True,,,,True,,"For several turns, stolen spells cost no mana and have a chance not to be consumed when cast. Each successful cast increases critical chance and dodge."
Trip,Trip,Skills,Skill,Offensive,,6,Mana,1.0,,single_enemy,False,True,,,Alligator; Ankheg; Cerberus; Clannfear; Direwolf,False,,"Grab the enemy's leg and trip them to the ground, leaving them prone."
Triple Strike,TripleStrike,Skills,Skill,Offensive,,26,Mana,0.9,,single_enemy,False,True,,Assassin; Berserker; Crusader; Knight Enchanter; Master Monk; Ninja; Rogue; Seeker; Soulcatcher,Cerberus; Iron Golem; Wyrm,False,,Strike the enemy three times in quick succession.
Triplecast,Triplecast,Skills,Skill,Offensive,,20,Mana,1.0,,single_enemy,False,True,,Astromancer; Wizard,,False,,Cast multiple spells in a single turn.
True Piercing Strike,TruePiercingStrike,Skills,Skill,Offensive,,15,Mana,0.75,,single_enemy,False,True,,Crusader; Dragoon; Knight Enchanter; Seeker; Soulcatcher; Templar; Weapon Master,,False,,"Attack that is guaranteed to hit and that pierces the enemy's defenses, ignoring armor and defenses but reduces weapon damage."
True Strike,TrueStrike,Skills,Skill,Offensive,,12,Mana,0.75,,single_enemy,False,True,,Cleric; Dragoon; Inquisitor; Lancer; Monk; Paladin; Pathfinder; Ranger; Shaman; Spellblade; Templar; Warrior,Behemoth; Chimera; Ice Myrmidon; Nightmare; Werewolf,False,,Attack that is guaranteed to hit at the cost of damage.
Tunnel,Tunnel,Skills,Skill,Offensive,,3,Mana,1.0,,self,False,True,,,Antlion; Sandworm,False,,"Tunnel into the ground indefinitely, making user untargetable. Self-targeting abilities can be used but offensive abilities require user to surface."
Turn the Tables,TurnTheTables,Skills,Skill,Class,,6,Misfortune,1.0,,self,False,True,,Thief,,False,,Spend all Misfortune to raise Attack and Defense for three turns.
Turtle,Turtle,Skills,Skill,,,0,,1.0,,single_enemy,True,True,,,,False,,"Hunker down into a ball, reducing all damage to 0 and regenerating health."
Twist the Knife,TwistTheKnife,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Assassin,,False,,Passive: A successful Kidney Punch stun triggers Backstab.
Two-Handed Weapon Proficiency,TwoHandedWeaponProficiency,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Crusader; Ranger; Weapon Master,,False,,Passive: Increase accuracy and damage while wielding a two-handed weapon.
Unarmed Proficiency,UnarmedProficiency,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Monk,,False,,Passive: Gain 10% accuracy and weapon damage while unarmed or using a fist weapon.
Uncanny Volley,UncannyVolley,Skills,Skill,Offensive,,14,Mana,1.0,,all_enemies,False,True,,Ranger,,False,,Fire one crossbow bolt at every enemy. Bolts deal 25% more damage to unnatural enemies.
Undead Hunter,UndeadHunter,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Crusader,,False,,"Passive: The presence of Undead enemies increases Speed, initiative, and critical strike chance."
Unleash Instinct,UnleashInstinct,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Beast Master,,False,,Order the tamed companion to unleash instinct.
Unnatural Purge,UnnaturalPurge,Skills,Skill,Offensive,,10,Mana,1.0,,single_enemy,False,True,,Pathfinder,,False,,"Strike an enemy, dealing 50% more damage to unnatural creatures."
Uno Reverse Card,UnoReverseCard,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,Cleanse,Fairy Cleanse reverses cured status effects into beneficial effects.
Unrelenting Waves,UnrelentingWaves,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,,Water spells gain a chance to recur on successive turns.
Unsteady Ground,UnsteadyGround,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Sorcerer,,False,,Earth spells also knock their targets prone.
Untouchable,Untouchable,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,"Passive: Once per combat, reroll a failed weapon avoidance."
Uppercut,Uppercut,Skills,Skill,Martial Arts,,8,Mana,1.0,,single_enemy,False,True,,Monk,,False,,A rising martial strike that deals increased damage.
Upsurge,Upsurge,Skills,Skill,Enhance,,8,Mana,1.0,,single_enemy,False,True,,Warrior,,False,,Reach deep and grant all allies temporary health equal to 15% of their maximum health for three turns.
Vanishing Act,VanishingAct,Skills,Skill,Defensive,,6,Mana,1.0,,self,False,True,,Arcane Trickster,,False,,Spend one Stolen Charge to raise Speed and Defense for three turns.
Veil of Shadows,VeilShadows,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,False,,"Darkness becomes light and light falls to darkness, concealing the Shadowcaster from all but the most keen eyes. The player gains invisibility and a bonus to damage at the beginning of battle if they have initiative."
Very Superstitious,VerySuperstitious,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Pathfinder,,False,,Passive: Negative status effects may create a matching-duration damage barrier.
Vigilant Landing,VigilantLanding,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Dragoon; Lancer,,False,,Landing from Jump has a Dexterity-based chance to enter a defensive stance.
Vim and Rigor,VimAndRigor,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,Health Drain; Health/Mana Drain,Health drains are more potent when the target is at full health.
Wayfinding,Wayfinding,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Seeker,,False,,Studied routes and cases smooth Seeker movement magic.
Weapon Focus,WeaponFocus,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Warrior,,False,,Focused weapon practice increases weapon hit chance.
Weapon Swap,WeaponSwap,Skills,Skill,,,0,,1.0,,single_enemy,False,True,,Grandmaster of Arms,,False,,Change to a different weapon during combat.
Weave Reservoir,WeaveReservoir,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Knight Enchanter,,False,,"At the start of your turn, full Arcane and Elemental charge pools restore 3% of maximum HP and MP."
Web,Web,Skills,Skill,Offensive,,6,Mana,1.0,,single_enemy,False,True,,,Giant Spider,False,,"Expel a thick, sticky substance onto the enemy, leaving them prone."
Widow's Wail,WidowsWail,Skills,Skill,Offensive,,12,Mana,1.0,,single_enemy,False,True,,,Mad Waitress,False,,"The agony of loss is released, affecting both the target and user. Both will take non-elemental damage based on the current health of the user."
Wild Sense,WildSense,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Ranger,,False,,Inspect a favored enemy. Higher Tracking Mastery reveals more combat details.
Wind Currents,WindCurrents,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Mage,,False,,Wind spells have a 20% chance to grant +3 Speed and +10% melee accuracy for 3 turns.
Winged Pounce,WingedPounce,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Lycan,,False,,Dragon Essence Werewolf pounce with brief flight.
Zen Accuracy,ZenAccuracy,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Healer,,False,,Passive: Increase hit chance by 5%.
Zephyrstrike,Zephyrstrike,Skills,Skill,Offensive,,0,,1.0,,single_enemy,True,True,,Beast Master; Dragoon; Lancer; Pathfinder; Rogue,,False,,You strike with the timing of a sudden gale.
